timestamp,meter_id,zone_id,consumption,label,hour,day,rolling_mean_24h,rolling_std_24h,diff,spike,drop,is_night,night_baseline,anomaly_flag,zone_avg_consumption,zone_total,neighbor_diff,relative_usage,fraud_score,event_score,is_vacation,prediction_label,confidence,explanation
2026-01-01 00:00:00,0,0,1.1446691843123344,normal,0,3,1.1446691843123344,0.0,0.0,False,False,False,1.9642409927142477,0,1.3248629894737156,26.497259789474313,-0.18019380516138117,0.04319953057059278,0,0,False,Normal,0.0,Normal behavior
2026-01-01 01:00:00,0,0,1.214113163911846,normal,1,3,1.1793911741120904,0.0491043088873948,0.0347219897997557,False,False,False,1.9642409927142477,0,1.3119108581471337,26.238217162942675,-0.09779769423528761,0.04627270048006877,0,0,False,Normal,0.0,Normal behavior
2026-01-01 02:00:00,0,0,1.2378216120530043,normal,2,3,1.1988679867590617,0.048411313433019,0.0389536252939426,False,False,True,1.9642409927142477,0,1.3062294797494634,26.124589594989267,-0.06840786769645901,0.047381475890837355,0,0,False,Normal,0.0,Normal behavior
2026-01-01 03:00:00,0,0,1.2096814461320526,normal,3,3,1.2015713516023094,0.0398957337498991,0.0081100945297432,False,False,True,1.9642409927142477,0,1.4245098244128782,28.490196488257563,-0.21482837828082557,0.04245956838629145,0,0,False,Normal,0.0,Normal behavior
2026-01-01 04:00:00,0,0,1.170361240118894,normal,4,3,1.1953293293056262,0.0372634726017795,-0.0249680891867321,False,False,True,1.9642409927142477,0,1.5022961909353414,30.04592381870683,-0.3319349508164473,0.038952413218535084,0,0,False,Normal,0.0,Normal behavior
2026-01-01 05:00:00,0,0,1.3815187271974008,normal,5,3,1.226360895620922,0.0829976009301379,0.1551578315764787,False,False,True,1.9642409927142477,0,1.6185095168903267,32.370190337806534,-0.23699078969292597,0.04267873351315657,0,0,False,Normal,0.0,Normal behavior
2026-01-01 06:00:00,0,0,1.4795031463530444,normal,6,3,1.2625240742969397,0.1220447864944407,0.2169790720561049,False,False,False,1.9642409927142477,0,1.7969614798213231,35.939229596426465,-0.3174583334682788,0.041166801931117505,0,0,False,Normal,0.0,Normal behavior
2026-01-01 07:00:00,0,0,1.4013872429407856,normal,7,3,1.2798819703774202,0.1231968150202436,0.1215052725633654,False,False,False,1.9642409927142477,0,1.9300100662963549,38.600201325927095,-0.5286228233555692,0.036305179631265234,0,0,False,Normal,0.0,Normal behavior
2026-01-01 08:00:00,0,0,1.6288405035832474,normal,8,3,1.318655140733623,0.1637391278298527,0.310185362849624,False,False,False,1.9642409927142477,0,2.086843446656931,41.73686893313862,-0.4580029430736836,0.03902641825366938,0,0,False,Normal,0.0,Normal behavior
2026-01-01 09:00:00,0,0,1.8895925452338536,normal,9,3,1.3757488811836462,0.2375468570693089,0.5138436640502073,False,False,False,1.9642409927142477,0,2.287826945585524,45.75653891171048,-0.39823440035167046,0.0412966668847029,0,2,False,Event,0.8,Unusual spike
